	t	genotype	recovered_window
0	39.2	15.0	40.0
1	39.0	17.0	40.0
2	38.8	16.0	40.0
3	37.6	0.0	40.0
4	38.5	15.0	40.0
5	39.4	10.0	40.0
6	36.9	0.0	40.0
7	38.1	4.0	40.0
8	39.1	0.0	40.0
9	37.9	0.0	40.0
10	38.2	14.0	40.0
11	38.1	17.0	40.0
12	38.6	0.0	40.0
13	38.0	0.0	40.0
14	39.5	16.0	40.0
15	39.8	28.0	40.0
16	37.4	5.0	40.0
17	39.4	4.0	40.0
18	40.0	4.0	40.0
19	38.8	5.0	40.0
20	38.4	11.0	40.0
21	39.0	0.0	40.0
22	37.9	0.0	40.0
23	39.4	0.0	40.0
24	38.2	5.0	40.0
25	37.1	0.0	40.0
26	38.5	16.0	40.0
27	37.2	4.0	40.0
28	40.0	11.0	40.0
29	37.7	5.0	40.0
30	38.2	0.0	40.0
31	37.3	0.0	40.0
32	37.3	0.0	40.0
33	36.7	10.0	40.0
34	36.8	0.0	40.0
35	39.6	0.0	40.0
36	36.1	0.0	40.0
37	39.5	0.0	40.0
38	38.7	0.0	40.0
39	37.7	0.0	40.0
0	42.8	29.0	44.0
1	42.8	14.0	44.0
2	41.2	0.0	44.0
3	42.2	4.0	44.0
4	41.5	0.0	44.0
5	42.0	27.0	44.0
6	43.7	0.0	44.0
7	43.9	0.0	44.0
8	42.3	0.0	44.0
9	42.5	22.0	44.0
10	40.5	0.0	44.0
11	42.4	0.0	44.0
12	41.1	0.0	44.0
13	43.7	0.0	44.0
14	43.3	19.0	44.0
15	43.0	0.0	44.0
16	41.7	15.0	44.0
17	41.6	33.0	44.0
18	41.9	10.0	44.0
19	40.7	0.0	44.0
20	41.6	0.0	44.0
21	40.5	0.0	44.0
22	42.4	31.0	44.0
23	40.3	0.0	44.0
24	43.6	38.0	44.0
25	41.4	16.0	44.0
26	41.4	5.0	44.0
27	43.0	0.0	44.0
28	41.3	20.0	44.0
29	42.8	14.0	44.0
30	42.7	21.0	44.0
31	43.8	16.0	44.0
32	41.1	0.0	44.0
33	43.8	26.0	44.0
34	41.9	28.0	44.0
35	43.2	16.0	44.0
36	40.2	10.0	44.0
37	43.7	32.0	44.0
38	42.7	0.0	44.0
39	41.5	0.0	44.0
0	47.3	0.0	48.0
1	45.3	0.0	48.0
2	47.0	16.0	48.0
3	46.1	48.0	48.0
4	47.6	61.0	48.0
5	47.4	9.0	48.0
6	45.1	0.0	48.0
7	47.8	22.0	48.0
8	45.6	9.0	48.0
9	45.1	23.0	48.0
10	45.5	23.0	48.0
11	47.2	16.0	48.0
12	47.6	0.0	48.0
13	46.6	16.0	48.0
14	46.4	16.0	48.0
15	48.0	11.0	48.0
16	46.2	4.0	48.0
17	44.7	0.0	48.0
18	45.2	54.0	48.0
19	44.1	14.0	48.0
20	46.9	4.0	48.0
21	46.1	22.0	48.0
22	46.0	24.0	48.0
23	46.3	16.0	48.0
24	47.6	63.0	48.0
25	47.4	16.0	48.0
26	46.1	4.0	48.0
27	46.0	16.0	48.0
28	47.4	62.0	48.0
29	45.2	0.0	48.0
30	45.5	37.0	48.0
31	47.6	26.0	48.0
32	46.9	16.0	48.0
33	47.1	15.0	48.0
34	47.3	23.0	48.0
35	45.3	9.0	48.0
36	45.9	41.0	48.0
37	47.9	0.0	48.0
38	47.5	16.0	48.0
39	47.1	23.0	48.0
0	50.9	9.0	52.0
1	50.0	53.0	52.0
2	50.1	15.0	52.0
3	50.4	39.0	52.0
4	48.7	0.0	52.0
5	49.4	15.0	52.0
6	48.5	26.0	52.0
7	49.8	35.0	52.0
8	48.2	4.0	52.0
9	48.6	44.0	52.0
10	51.6	103.0	52.0
11	51.8	118.0	52.0
12	50.8	22.0	52.0
13	51.6	14.0	52.0
14	50.9	0.0	52.0
15	48.6	36.0	52.0
16	51.6	0.0	52.0
17	49.0	56.0	52.0
18	52.0	15.0	52.0
19	48.9	0.0	52.0
20	48.6	26.0	52.0
21	50.1	19.0	52.0
22	49.4	80.0	52.0
23	51.5	23.0	52.0
24	49.0	0.0	52.0
25	50.3	47.0	52.0
26	49.0	68.0	52.0
27	50.0	22.0	52.0
28	48.9	23.0	52.0
29	48.1	19.0	52.0
30	51.8	4.0	52.0
31	48.9	23.0	52.0
32	51.8	83.0	52.0
33	51.5	26.0	52.0
34	51.8	56.0	52.0
35	49.1	22.0	52.0
36	50.7	0.0	52.0
37	50.7	0.0	52.0
38	48.1	42.0	52.0
39	51.8	93.0	52.0
0	55.3	0.0	56.0
1	53.8	15.0	56.0
2	53.3	0.0	56.0
3	54.7	62.0	56.0
4	55.8	57.0	56.0
5	55.5	56.0	56.0
6	54.2	105.0	56.0
7	54.4	79.0	56.0
8	53.1	69.0	56.0
9	53.4	16.0	56.0
10	55.7	23.0	56.0
11	55.8	26.0	56.0
12	54.6	64.0	56.0
13	54.0	72.0	56.0
14	52.2	16.0	56.0
15	55.6	22.0	56.0
16	53.4	89.0	56.0
17	55.9	4.0	56.0
18	52.3	100.0	56.0
19	53.1	130.0	56.0
20	54.2	16.0	56.0
21	55.9	22.0	56.0
22	55.8	16.0	56.0
23	55.9	63.0	56.0
24	54.7	0.0	56.0
25	54.4	0.0	56.0
26	55.0	99.0	56.0
27	55.7	4.0	56.0
28	53.0	23.0	56.0
29	54.1	4.0	56.0
30	54.2	4.0	56.0
31	52.1	92.0	56.0
32	52.1	122.0	56.0
33	55.4	0.0	56.0
34	52.5	57.0	56.0
35	52.4	23.0	56.0
36	55.9	15.0	56.0
37	55.0	15.0	56.0
38	52.3	4.0	56.0
39	54.5	0.0	56.0
0	57.6	23.0	60.0
1	58.0	133.0	60.0
2	56.3	23.0	60.0
3	57.8	23.0	60.0
4	57.8	15.0	60.0
5	56.2	176.0	60.0
6	58.8	23.0	60.0
7	56.2	136.0	60.0
8	58.5	69.0	60.0
9	56.8	89.0	60.0
10	59.2	67.0	60.0
11	56.9	16.0	60.0
12	59.0	160.0	60.0
13	57.1	61.0	60.0
14	58.5	134.0	60.0
15	60.0	0.0	60.0
16	59.9	4.0	60.0
17	58.8	16.0	60.0
18	58.6	4.0	60.0
19	59.6	4.0	60.0
20	57.6	0.0	60.0
21	59.5	16.0	60.0
22	57.4	23.0	60.0
23	59.8	195.0	60.0
24	56.4	63.0	60.0
25	57.0	16.0	60.0
26	57.5	66.0	60.0
27	59.5	119.0	60.0
28	58.4	158.0	60.0
29	58.2	170.0	60.0
30	56.8	15.0	60.0
31	59.9	26.0	60.0
32	58.9	163.0	60.0
33	58.3	174.0	60.0
34	60.0	66.0	60.0
35	57.5	134.0	60.0
36	58.1	36.0	60.0
37	56.5	23.0	60.0
38	58.9	16.0	60.0
39	56.9	142.0	60.0
0	61.2	210.0	64.0
1	64.0	23.0	64.0
2	62.1	79.0	64.0
3	62.5	208.0	64.0
4	62.6	16.0	64.0
5	60.1	39.0	64.0
6	60.4	223.0	64.0
7	63.4	106.0	64.0
8	63.9	0.0	64.0
9	62.7	67.0	64.0
10	61.6	215.0	64.0
11	62.3	209.0	64.0
12	62.8	0.0	64.0
13	63.9	16.0	64.0
14	60.9	16.0	64.0
15	60.8	16.0	64.0
16	63.4	0.0	64.0
17	61.1	16.0	64.0
18	63.2	136.0	64.0
19	61.8	60.0	64.0
20	61.0	36.0	64.0
21	60.2	23.0	64.0
22	61.1	36.0	64.0
23	61.2	104.0	64.0
24	60.4	15.0	64.0
25	63.6	66.0	64.0
26	60.7	4.0	64.0
27	61.3	133.0	64.0
28	60.5	16.0	64.0
29	62.0	142.0	64.0
30	61.2	204.0	64.0
31	61.4	233.0	64.0
32	63.1	115.0	64.0
33	60.4	39.0	64.0
34	63.9	4.0	64.0
35	64.0	157.0	64.0
36	60.8	187.0	64.0
37	60.7	14.0	64.0
38	60.9	119.0	64.0
39	63.9	15.0	64.0
0	66.3	66.0	68.0
1	66.0	4.0	68.0
2	67.6	9.0	68.0
3	67.6	23.0	68.0
4	65.3	69.0	68.0
5	68.0	154.0	68.0
6	67.7	0.0	68.0
7	66.7	278.0	68.0
8	65.7	104.0	68.0
9	66.6	144.0	68.0
10	66.4	278.0	68.0
11	67.1	202.0	68.0
12	64.9	303.0	68.0
13	67.5	0.0	68.0
14	66.9	4.0	68.0
15	65.8	0.0	68.0
16	67.8	16.0	68.0
17	64.2	89.0	68.0
18	64.8	127.0	68.0
19	67.0	192.0	68.0
20	65.2	169.0	68.0
21	67.2	192.0	68.0
22	65.3	141.0	68.0
23	66.2	69.0	68.0
24	64.6	0.0	68.0
25	65.7	190.0	68.0
26	65.4	127.0	68.0
27	64.6	177.0	68.0
28	65.6	16.0	68.0
29	67.8	4.0	68.0
30	64.8	282.0	68.0
31	67.7	330.0	68.0
32	65.1	16.0	68.0
33	67.0	15.0	68.0
34	65.2	259.0	68.0
35	65.3	147.0	68.0
36	66.0	198.0	68.0
37	65.2	22.0	68.0
38	67.9	290.0	68.0
39	67.2	104.0	68.0
0	70.4	323.0	72.0
1	70.2	241.0	72.0
2	70.3	155.0	72.0
3	69.0	16.0	72.0
4	69.0	217.0	72.0
5	69.6	64.0	72.0
6	70.9	106.0	72.0
7	71.6	101.0	72.0
8	69.4	15.0	72.0
9	70.1	4.0	72.0
10	69.9	0.0	72.0
11	71.4	191.0	72.0
12	69.1	227.0	72.0
13	71.6	4.0	72.0
14	69.5	4.0	72.0
15	68.7	220.0	72.0
16	69.6	67.0	72.0
17	68.3	67.0	72.0
18	70.5	334.0	72.0
19	70.9	26.0	72.0
20	70.0	249.0	72.0
21	68.9	296.0	72.0
22	71.5	227.0	72.0
23	71.4	4.0	72.0
24	69.6	190.0	72.0
25	68.2	220.0	72.0
26	71.9	16.0	72.0
27	71.3	108.0	72.0
28	71.8	228.0	72.0
29	68.1	57.0	72.0
30	68.1	220.0	72.0
31	70.2	357.0	72.0
32	69.4	317.0	72.0
33	71.2	392.0	72.0
34	69.8	339.0	72.0
35	69.3	0.0	72.0
36	71.7	16.0	72.0
37	70.8	252.0	72.0
38	69.1	228.0	72.0
39	71.3	178.0	72.0
0	73.7	16.0	76.0
1	75.7	155.0	76.0
2	72.5	291.0	76.0
3	73.9	66.0	76.0
4	74.5	4.0	76.0
5	73.5	60.0	76.0
6	75.7	162.0	76.0
7	73.2	352.0	76.0
8	72.5	414.0	76.0
9	75.7	26.0	76.0
10	75.5	228.0	76.0
11	73.9	297.0	76.0
12	72.4	294.0	76.0
13	74.2	265.0	76.0
14	73.9	56.0	76.0
15	73.2	178.0	76.0
16	75.6	478.0	76.0
17	74.2	393.0	76.0
18	73.6	60.0	76.0
19	74.1	0.0	76.0
20	73.8	22.0	76.0
21	75.2	4.0	76.0
22	73.6	4.0	76.0
23	73.3	396.0	76.0
24	74.2	409.0	76.0
25	75.4	342.0	76.0
26	74.7	119.0	76.0
27	73.0	57.0	76.0
28	72.5	0.0	76.0
29	75.1	0.0	76.0
30	74.9	69.0	76.0
31	74.6	127.0	76.0
32	74.3	321.0	76.0
33	72.3	26.0	76.0
34	72.9	106.0	76.0
35	72.2	290.0	76.0
36	74.0	178.0	76.0
37	72.1	383.0	76.0
38	72.8	318.0	76.0
39	74.5	16.0	76.0
0	77.0	178.0	80.0
1	77.3	39.0	80.0
2	77.2	247.0	80.0
3	76.9	4.0	80.0
4	79.6	489.0	80.0
5	78.0	301.0	80.0
6	79.6	22.0	80.0
7	78.4	127.0	80.0
8	78.7	482.0	80.0
9	77.8	274.0	80.0
10	78.1	336.0	80.0
11	76.8	479.0	80.0
12	79.3	504.0	80.0
13	78.8	410.0	80.0
14	76.6	22.0	80.0
15	77.6	427.0	80.0
16	77.6	278.0	80.0
17	79.2	56.0	80.0
18	77.4	434.0	80.0
19	78.9	22.0	80.0
20	77.4	4.0	80.0
21	78.9	142.0	80.0
22	79.0	319.0	80.0
23	79.0	400.0	80.0
24	76.9	228.0	80.0
25	77.8	191.0	80.0
26	78.9	4.0	80.0
27	79.1	294.0	80.0
28	79.0	172.0	80.0
29	77.0	458.0	80.0
30	77.3	330.0	80.0
31	76.6	127.0	80.0
32	79.6	161.0	80.0
33	77.7	484.0	80.0
34	77.7	397.0	80.0
35	77.1	0.0	80.0
36	76.5	277.0	80.0
37	76.3	4.0	80.0
38	78.7	368.0	80.0
39	79.0	224.0	80.0
0	82.6	59.0	84.0
1	80.8	371.0	84.0
2	83.4	4.0	84.0
3	80.9	535.0	84.0
4	82.0	26.0	84.0
5	82.5	106.0	84.0
6	82.8	247.0	84.0
7	82.6	336.0	84.0
8	81.0	540.0	84.0
9	82.5	56.0	84.0
10	83.4	268.0	84.0
11	81.8	16.0	84.0
12	83.9	544.0	84.0
13	81.5	512.0	84.0
14	83.9	644.0	84.0
15	83.5	290.0	84.0
16	81.8	462.0	84.0
17	84.0	607.0	84.0
18	83.5	178.0	84.0
19	81.6	113.0	84.0
20	82.9	57.0	84.0
21	83.0	301.0	84.0
22	83.0	619.0	84.0
23	81.7	26.0	84.0
24	83.9	4.0	84.0
25	82.9	142.0	84.0
26	82.8	360.0	84.0
27	82.5	437.0	84.0
28	80.7	299.0	84.0
29	82.4	261.0	84.0
30	82.3	596.0	84.0
31	83.5	4.0	84.0
32	82.3	67.0	84.0
33	82.5	510.0	84.0
34	83.1	528.0	84.0
35	81.6	4.0	84.0
36	81.7	169.0	84.0
37	82.6	16.0	84.0
38	83.7	26.0	84.0
39	81.3	400.0	84.0
0	84.6	360.0	88.0
1	85.5	253.0	88.0
2	86.3	354.0	88.0
3	85.4	563.0	88.0
4	85.8	380.0	88.0
5	85.7	106.0	88.0
6	84.1	247.0	88.0
7	87.6	4.0	88.0
8	85.0	528.0	88.0
9	84.5	514.0	88.0
10	84.6	247.0	88.0
11	87.9	620.0	88.0
12	87.1	415.0	88.0
13	86.4	274.0	88.0
14	84.1	442.0	88.0
15	85.1	562.0	88.0
