	t	genotype	recovered_window
0	38.1	17.0	40.0
1	38.5	16.0	40.0
2	37.3	0.0	40.0
3	36.7	10.0	40.0
4	37.1	0.0	40.0
5	39.1	0.0	40.0
6	38.4	11.0	40.0
7	37.6	0.0	40.0
8	38.5	15.0	40.0
9	37.2	4.0	40.0
10	38.7	0.0	40.0
11	37.7	5.0	40.0
12	39.5	0.0	40.0
13	38.0	0.0	40.0
14	37.9	0.0	40.0
15	38.2	0.0	40.0
16	39.4	0.0	40.0
17	39.8	28.0	40.0
18	38.6	0.0	40.0
19	39.2	10.0	40.0
20	40.0	4.0	40.0
21	39.6	0.0	40.0
22	39.0	17.0	40.0
23	36.8	0.0	40.0
24	37.7	0.0	40.0
25	38.8	16.0	40.0
26	38.7	0.0	40.0
27	40.0	11.0	40.0
28	39.4	4.0	40.0
29	36.9	0.0	40.0
30	37.9	0.0	40.0
31	39.0	0.0	40.0
32	38.2	14.0	40.0
33	39.5	16.0	40.0
34	36.1	0.0	40.0
35	37.3	0.0	40.0
36	39.2	15.0	40.0
37	38.8	5.0	40.0
38	38.2	5.0	40.0
39	37.4	5.0	40.0
0	42.3	29.0	44.0
1	43.8	26.0	44.0
2	41.4	5.0	44.0
3	43.6	30.0	44.0
4	41.1	16.0	44.0
5	41.5	0.0	44.0
6	42.8	14.0	44.0
7	42.0	27.0	44.0
8	41.5	0.0	44.0
9	40.2	10.0	44.0
10	43.0	0.0	44.0
11	43.3	19.0	44.0
12	40.4	0.0	44.0
13	43.0	0.0	44.0
14	43.7	0.0	44.0
15	44.0	4.0	44.0
16	43.9	18.0	44.0
17	41.1	0.0	44.0
18	43.6	38.0	44.0
19	43.7	32.0	44.0
20	41.2	0.0	44.0
21	41.4	16.0	44.0
22	41.3	20.0	44.0
23	43.5	14.0	44.0
24	43.0	0.0	44.0
25	40.5	0.0	44.0
26	40.4	5.0	44.0
27	42.8	14.0	44.0
28	42.3	0.0	44.0
29	43.8	16.0	44.0
30	42.7	21.0	44.0
31	40.7	0.0	44.0
32	43.5	15.0	44.0
33	41.6	33.0	44.0
34	42.4	0.0	44.0
35	42.7	0.0	44.0
36	43.7	0.0	44.0
37	43.9	0.0	44.0
38	41.9	0.0	44.0
39	41.7	15.0	44.0
0	46.3	16.0	48.0
1	46.1	4.0	48.0
2	44.4	15.0	48.0
3	45.4	45.0	48.0
4	46.7	23.0	48.0
5	46.1	22.0	48.0
6	47.1	65.0	48.0
7	46.6	29.0	48.0
8	47.5	4.0	48.0
9	45.6	9.0	48.0
10	47.4	16.0	48.0
11	47.1	23.0	48.0
12	47.8	59.0	48.0
13	47.5	16.0	48.0
14	44.1	14.0	48.0
15	47.0	4.0	48.0
16	45.3	0.0	48.0
17	44.2	15.0	48.0
18	46.2	16.0	48.0
