	t	genotype	recovered_window
0	39.2	10.0	40.0
1	36.7	10.0	40.0
2	39.0	0.0	40.0
3	39.6	0.0	40.0
4	37.1	0.0	40.0
5	38.8	5.0	40.0
6	37.3	0.0	40.0
7	38.8	16.0	40.0
8	39.4	10.0	40.0
9	39.5	16.0	40.0
10	39.0	17.0	40.0
11	37.6	0.0	40.0
12	36.1	0.0	40.0
13	38.6	0.0	40.0
14	38.1	4.0	40.0
15	38.1	17.0	40.0
16	36.9	0.0	40.0
17	37.3	0.0	40.0
18	39.2	15.0	40.0
19	37.9	0.0	40.0
20	38.2	14.0	40.0
21	40.0	11.0	40.0
22	38.0	0.0	40.0
23	37.7	5.0	40.0
24	37.4	5.0	40.0
25	37.9	0.0	40.0
26	38.5	15.0	40.0
27	38.2	0.0	40.0
28	38.4	11.0	40.0
29	39.8	28.0	40.0
30	38.7	0.0	40.0
31	38.7	0.0	40.0
32	39.4	0.0	40.0
33	38.2	5.0	40.0
34	38.5	16.0	40.0
35	37.2	4.0	40.0
36	36.8	0.0	40.0
37	39.4	4.0	40.0
38	40.0	4.0	40.0
39	39.1	0.0	40.0
0	43.8	16.0	44.0
1	41.9	0.0	44.0
2	41.9	28.0	44.0
3	42.0	16.0	44.0
4	41.4	16.0	44.0
5	43.3	19.0	44.0
6	43.5	14.0	44.0
7	43.8	26.0	44.0
8	42.3	29.0	44.0
9	40.3	0.0	44.0
10	43.9	0.0	44.0
11	40.5	0.0	44.0
12	41.5	0.0	44.0
13	43.8	16.0	44.0
14	42.0	27.0	44.0
15	43.0	0.0	44.0
16	41.3	20.0	44.0
17	41.9	10.0	44.0
18	41.8	4.0	44.0
19	42.2	4.0	44.0
20	41.4	5.0	44.0
21	42.8	14.0	44.0
22	40.5	0.0	44.0
23	40.5	4.0	44.0
24	42.7	0.0	44.0
25	42.3	0.0	44.0
26	43.2	26.0	44.0
27	42.5	22.0	44.0
28	40.4	0.0	44.0
29	44.0	4.0	44.0
30	42.4	31.0	44.0
31	43.7	4.0	44.0
32	42.4	0.0	44.0
33	40.1	5.0	44.0
34	43.0	0.0	44.0
35	43.7	0.0	44.0
36	43.5	15.0	44.0
37	41.5	0.0	44.0
38	40.4	5.0	44.0
39	41.7	15.0	44.0
0	45.2	0.0	48.0
1	46.9	0.0	48.0
2	45.1	0.0	48.0
3	46.9	16.0	48.0
4	44.6	0.0	48.0
5	47.2	26.0	48.0
6	47.5	4.0	48.0
7	47.4	62.0	48.0
8	45.5	37.0	48.0
9	46.4	15.0	48.0
10	45.6	52.0	48.0
11	47.6	26.0	48.0
12	46.4	0.0	48.0
13	46.6	16.0	48.0
14	47.0	4.0	48.0
15	47.5	16.0	48.0
16	47.1	65.0	48.0
17	44.5	0.0	48.0
18	47.1	15.0	48.0
19	47.6	61.0	48.0
20	44.9	43.0	48.0
21	46.2	22.0	48.0
22	45.5	23.0	48.0
23	44.8	0.0	48.0
24	45.3	0.0	48.0
25	45.4	45.0	48.0
26	47.9	0.0	48.0
27	47.2	16.0	48.0
28	47.8	22.0	48.0
29	46.1	48.0	48.0
30	47.4	26.0	48.0
31	47.1	16.0	48.0
32	46.2	16.0	48.0
33	46.1	22.0	48.0
34	46.3	4.0	48.0
35	47.4	16.0	48.0
36	45.3	0.0	48.0
37	46.1	4.0	48.0
38	46.8	0.0	48.0
39	45.9	41.0	48.0
0	51.6	14.0	52.0
1	51.4	96.0	52.0
2	50.3	47.0	52.0
3	51.3	4.0	52.0
4	51.4	91.0	52.0
5	48.4	0.0	52.0
6	50.7	0.0	52.0
7	49.8	35.0	52.0
8	48.2	4.0	52.0
9	48.2	14.0	52.0
10	48.9	23.0	52.0
11	50.9	0.0	52.0
12	51.5	0.0	52.0
13	48.2	0.0	52.0
14	50.4	26.0	52.0
15	50.9	23.0	52.0
16	50.2	44.0	52.0
17	51.8	34.0	52.0
18	51.2	0.0	52.0
19	48.9	23.0	52.0
20	51.0	98.0	52.0
21	51.5	23.0	52.0
22	50.9	0.0	52.0
23	50.4	82.0	52.0
24	48.9	59.0	52.0
25	48.1	27.0	52.0
26	48.2	15.0	52.0
27	49.7	86.0	52.0
28	52.0	15.0	52.0
29	50.1	15.0	52.0
30	50.7	0.0	52.0
31	48.1	42.0	52.0
32	49.6	4.0	52.0
33	51.4	97.0	52.0
34	48.6	44.0	52.0
35	51.3	91.0	52.0
36	48.5	4.0	52.0
37	49.0	68.0	52.0
38	50.8	0.0	52.0
39	50.5	0.0	52.0
0	52.9	0.0	56.0
1	53.4	87.0	56.0
2	54.3	0.0	56.0
3	53.9	14.0	56.0
4	54.4	62.0	56.0
5	52.5	75.0	56.0
6	52.1	19.0	56.0
7	53.7	4.0	56.0
8	55.2	69.0	56.0
9	55.1	123.0	56.0
10	52.3	0.0	56.0
11	55.8	0.0	56.0
12	54.5	0.0	56.0
13	53.5	73.0	56.0
14	55.3	0.0	56.0
15	54.7	56.0	56.0
16	52.4	0.0	56.0
17	55.7	135.0	56.0
18	52.3	100.0	56.0
19	52.8	86.0	56.0
